#a	+Noun
#a.	+Noun
aşüfte	+Noun
at	+Noun
ata	+Noun
atabek	+Noun+CV
atabey	+Noun
ataç	+Noun+CV
atak	+Noun+CV
atalet	+Noun
ataman	+Noun
ataraksiya	+Noun
atardamar	+Noun
atarkanal	+Noun
atasöz	+Noun+P3
ataş	+Noun
ataşe	+Noun
atatürkçü	+Noun
atavizm	+Noun
atbakla	+Noun+P3
atbalık	+Noun+P3+CV
ateh	+Noun
ateism	+Noun
ateist	+Noun
ateizm	+Noun
atelye	+Noun
aterina	+Noun
aterom	+Noun
ateroskleroz	+Noun
ateş	+Noun
ateşbalık	+Noun+P3+CV
ateşböcek	+Noun+P3+CV
ateşçiçek	+Noun+P3+CV
ateşkayık	+Noun+P3+CV
ateşkes	+Noun
atgiller	+Noun+PL
atıcılık	+Noun+CV
atıf	+Noun+VD
atıfet	+Noun
atıksu	+Noun+SU
atılım	+Noun
atım	+Noun
ati	+Noun
atkestane	+Noun+P3
atkı	+Noun
atkuyruk	+Noun+P3+CV
atkuyruğugiller	+Noun+PL
atlambaç	+Noun+CV
atlangıç	+Noun+CV
atlas	+Noun
##atlasağaç	+Noun+P3+CV
atlasçiçek	+Noun+P3+CV
atlasçiçeğigiller	+Noun+PL
atlet	+Noun
atletizm	+Noun
atlıkarınca	+Noun
atmaca	+Noun
atmasyon	+Noun
atmık	+Noun+CV
atmosfer	+Noun
atnal	+Noun+P3
atol	+Noun+VF
atom	+Noun
atomizm	+Noun
atölye	+Noun
atraksiyon	+Noun
atrofi	+Noun
atropin	+Noun
atsinek	+Noun+P3+CV
aut	+Noun
av	+Noun
avadancı	+Noun
avadanlık	+Noun+CV
aval	+Noun+VF
avallık	+Noun+CV
avam	+Noun+PL
avane	+Noun
avans	+Noun
avanta	+Noun
avantaj	+Noun
avantür	+Noun
avara	+Noun
avarya	+Noun
avaz	+Noun
avcı	+Noun
avcılık	+Noun+CV
avcıot	+Noun+P3
avdet	+Noun
avene	+Noun
averaj	+Noun
avgın	+Noun
avionik	+Noun+CV
avisto	+Noun
avize	+Noun
##avizeağaç	+Noun+P3+CV
avlak	+Noun+CV
avlu	+Noun
avokado	+Noun
avrat	+Noun+CV
avro	+Noun
avrodolar	+Noun
avuç	+Noun+CV
#avuçici	+Noun
avuçiç	+Noun+P3
avukat	+Noun
avunç	+Noun+CV
avuntu	+Noun
avurt	+Noun+CV
ay	+Noun
aya	+Noun
ayak	+Noun+CV
ayakalt	+Noun+P3
ayakbağ	+Noun+P3
ayakbastı	+Noun
ayakçak	+Noun+CV
ayakçın	+Noun
ayakkabı	+Noun
ayakkabıcı	+Noun
ayaksızlar	+Noun+PL
ayaktakım	+Noun+P3
ayaktaş	+Noun
ayakter	+Noun+P3
ayaktop	+Noun+P3
ayakuç	+Noun+P3+CV
ayaküst	+Noun+P3
ayaküzer	+Noun+P3
ayakyol	+Noun+P3
ayal	+Noun+VF
ayandon	+Noun
ayar	+Noun
ayartı	+Noun
ayartıcılık	+Noun+CV
ayaz	+Noun
ayazma	+Noun
aybalık	+Noun+P3+CV
aybaş	+Noun+P3
ayça	+Noun
ayçiçek	+Noun+P3+CV
ayçörek	+Noun+P3+CV
aydede	+Noun
aydemir	+Noun
aydınger	+Noun
aydınlıkölçer	+Noun
ayet	+Noun
ayetullah	+Noun
ayev	+Noun+P3
aygın	+Noun
aygır	+Noun
aygıt	+Noun
ayı	+Noun
ayıbacak	+Noun+P3+CV
ayıbalık	+Noun+P3+CV
ayıgiller	+Noun+PL
ayıgül	+Noun+P3
ayıkulak	+Noun+P3+CV
ayıltı	+Noun
ayınga	+Noun
ayıp	+Noun+CV
ayıraç	+Noun+CV
ayırca	+Noun
ayırım	+Noun
ayırmaç	+Noun+CV
ayırtaç	+Noun+CV
ayırtı	+Noun
ayırtman	+Noun
ayışık	+Noun+P3+CV
ayıüzüm	+Noun+P3
ayıyonca	+Noun+P3
ayin	+Noun
ayla	+Noun
aylandız	+Noun
aylık	+Noun+CV
aylıkçı	+Noun
ayna	+Noun
aynabakar	+Noun
aynalık	+Noun+CV
aynataş	+Noun+P3
aynısefa	+Noun
ayniyat	+Noun
ayniyet	+Noun
ayraç	+Noun+CV
ayran	+Noun
ayrıbasım	+Noun
ayrıcalık	+Noun+CV
ayrıcinsten	+Noun
ayrıç	+Noun+CV
ayrık	+Noun+CV
ayrıkot	+Noun+P3
ayrıksı	+Noun
ayrılık	+Noun+CV
ayrılıkçı	+Noun
ayrım	+Noun
ayrımcı	+Noun
ayrımlama	+Noun
ayrıntı	+Noun
ayrışım	+Noun
ayrıt	+Noun
aysberg	+Noun
aysfild	+Noun
ayşekadın	+Noun
aytaş	+Noun+P3
ayva	+Noun
ayvan	+Noun
ayyuk	+Noun+CV
aza	+Noun
azalım	+Noun
azaltım	+Noun
azamet	+Noun
azap	+Noun+CV
azar	+Noun
azat	+Noun+CV
azeri	+Noun
azerice	+Noun
azı	+Noun
azıdiş	+Noun+P3
azık	+Noun+CV
azınlık	+Noun+CV
azil	+Noun+VD
azim	+Noun+VD+VF
aziz	+Noun
azize	+Noun
aznavur	+Noun
aznif	+Noun
azor	+Noun
azot	+Noun
azotometre	+Noun
#b	+Noun
#b.	+Noun
baba	+Noun
babaanne	+Noun
babacığım	+Noun
babaev	+Noun+P3
babafingo	+Noun
babaköş	+Noun
babalık	+Noun+CV
babamlar	+Noun+PL
babanlar	+Noun+PL
babaocak	+Noun+P3+CV
babatatlı	+Noun+P3
babayiğit	+Noun+CV
baca	+Noun
bacak	+Noun+CV
bacanak	+Noun+CV
bacı	+Noun
baç	+Noun+CV
badana	+Noun
badanacı	+Noun
badas	+Noun
badat	+Noun+CV
bade	+Noun
badem	+Noun
bademcik	+Noun+CV
bademezme	+Noun+P3
bademşeker	+Noun+P3
bademyağ	+Noun+P3
baderna	+Noun
badıç	+Noun+CV
badi	+Noun
badik	+Noun+CV
badire	+Noun
badminton	+Noun
badya	+Noun
bagaj	+Noun
baget	+Noun
bağ	+Noun
bağa	+Noun
bağan	+Noun
bağboğan	+Noun
bağbozum	+Noun+P3
bağcı	+Noun
bağcık	+Noun+CV
bağdaş	+Noun
bağdaşım	+Noun
bağdoku	+Noun
bağfiil	+Noun
bağı	+Noun
bağıl	+Noun
bağıldak	+Noun+CV
bağıldeğer	+Noun
bağılnem	+Noun
bağıntı	+Noun
bağır	+Noun+VD
bağırsak	+Noun+CV
bağırtı	+Noun
bağırtlak	+Noun+CV
bağış	+Noun
bağışçı	+Noun
bağışıklıkbilim	+Noun
bağıt	+Noun+CV
bağkeven	+Noun
bağkur	+Noun
bağlaç	+Noun+CV
bağlak	+Noun+CV
bağlam	+Noun
bağlama	+Noun
bağlanım	+Noun
bağlantı	+Noun
bağlantıcı	+Noun
bağlaşım	+Noun
bağlılaşık	+Noun+CV
bağlılaşım	+Noun
bağlılık	+Noun+CV
bağrıkara	+Noun
bahane	+Noun
bahar	+Noun
baharat	+Noun
bahçe	+Noun
bahçeci	+Noun
bahçekekik	+Noun+P3+CV
bahçeötleğen	+Noun+P3
bahçıvan	+Noun
bahis	+Noun+VD+VF
bahisçi	+Noun
bahriye	+Noun
bahş	+Noun
bahşiş	+Noun
baht	+Noun
bahtiyar	+Noun
bahtiyarlık	+Noun+CV
bakaç	+Noun+CV
bakalit	+Noun
bakalorya	+Noun
bakam	+Noun
bakan	+Noun
bakanak	+Noun+CV
bakanlık	+Noun+CV
bakanvekil	+Noun+P3
bakara	+Noun
bakaya	+Noun+PL
bakı	+Noun
bakıcı	+Noun
bakıcılık	+Noun+CV
bakım	+Noun
bakımev	+Noun+P3
bakımyurt	+Noun+P3+CV
bakıncak	+Noun+CV
bakır	+Noun
bakırrenk	+Noun+P3+CV
bakırtaş	+Noun+P3
bakışık	+Noun+CV
bakışım	+Noun
bakiye	+Noun
bakkal	+Noun
bakkaliye	+Noun
bakkam	+Noun
bakla	+Noun
baklaçiçek	+Noun+P3+CV
baklagiller	+Noun+PL
baklakır	+Noun+P3
baklan	+Noun
baklava	+Noun
bakliyat	+Noun+PL
bakliye	+Noun
bakraç	+Noun+CV
bakteri	+Noun
bakteridi	+Noun
bakterigiller	+Noun+PL
bakterisit	+Noun
bakteriyolog	+Noun
bakteriyoloji	+Noun
bal	+Noun
bala	+Noun
balaban	+Noun
balabankuş	+Noun+P3
balad	+Noun
balak	+Noun+CV
balalayka	+Noun
balans	+Noun
baları	+Noun+P3
balast	+Noun
balata	+Noun
balay	+Noun+P3
balbal	+Noun
balçak	+Noun+CV
balçık	+Noun+CV
baldır	+Noun
baldırak	+Noun+CV
baldıran	+Noun
baldırgan	+Noun
baldırıkara	+Noun
baldırsokan	+Noun
baldız	+Noun
baldudak	+Noun+CV
bale	+Noun
balen	+Noun
balerin	+Noun
balet	+Noun
balgam	+Noun
balgamtaş	+Noun+P3
#balgümeç	+Noun+P3
balık	+Noun+CV
balıkadam	+Noun
balıkağız	+Noun+P3+VD
balıkçı	+Noun
balıkçılgiller	+Noun+PL
balıkçılık	+Noun+CV
balıkçın	+Noun
balıket	+Noun+P3
balıkgöz	+Noun+P3
balıkhane	+Noun
balıklava	+Noun
balıkot	+Noun+P3
balıksırt	+Noun+P3
balıkyağ	+Noun+P3
balıkyumurta	+Noun+P3
balina	+Noun
balinagiller	+Noun+PL
balistik	+Noun+CV
balkabak	+Noun+P3+CV
balkan	+Noun
balkar	+Noun
balkarca	+Noun
balkelebek	+Noun+P3+CV
balkır	+Noun
balkon	+Noun
ballıbaba	+Noun
ballıbabagiller	+Noun+PL
ballıbasra	+Noun
balmum	+Noun+P3
balo	+Noun
balon	+Noun
balonbalık	+Noun+P3+CV
balotaj	+Noun
baloz	+Noun
balöz	+Noun+P3
balpetek	+Noun+P3+CV
balrenk	+Noun+P3+CV
balsıra	+Noun
balta	+Noun
baltabaş	+Noun
baltaburun	+Noun
baltık	+Noun+CV
balüzüm	+Noun+P3
balya	+Noun
balyemez	+Noun
balyos	+Noun
balyoz	+Noun
bambu	+Noun
bambul	+Noun
bamtel	+Noun+P3
bamya	+Noun
ban	+Noun
##banağaç	+Noun+P3+CV
banço	+Noun
bandaj	+Noun
bandana	+Noun
bandıra	+Noun
bando	+Noun
#bandrol	+Noun+VF
bangır	+Noun
bangırtı	+Noun
bani	+Noun
bank	+Noun
banka	+Noun
bankacı	+Noun
bankamatik	+Noun+CV
banker	+Noun
bankerzede	+Noun
banket	+Noun
bankiz	+Noun
banknot	+Noun
banko	+Noun
banliyö	+Noun
banot	+Noun+P3
bant	+Noun+CV
bantgenişlik	+Noun+P3+CV
banyo	+Noun
baobap	+Noun
bap	+Noun
bar	+Noun
baraj	+Noun
barak	+Noun+CV
baraka	+Noun
baran	+Noun
barata	+Noun
baratarya	+Noun
barbar	+Noun
barbarizm	+Noun
barbata	+Noun
barbekü	+Noun
barbi	+Noun
barbitürat	+Noun
barbunya	+Noun
barbunyagiller	+Noun+PL
barbut	+Noun
barça	+Noun
barda	+Noun
bardak	+Noun+CV
bardakçı	+Noun
bardakerik	+Noun+P3+CV
barem	+Noun
barfiks	+Noun
bargah	+Noun
bargam	+Noun
barhana	+Noun
barı	+Noun
barınak	+Noun+CV
barış	+Noun
barışçı	+Noun
barışgüç	+Noun+P3+CV
barikat	+Noun
barisfer	+Noun
barit	+Noun+CV
baritin	+Noun
bariton	+Noun
bariyer	+Noun
bark	+Noun
barka	+Noun
barkarol	+Noun+VF
barkod	+Noun
barlam	+Noun
barmen	+Noun
baro	+Noun
barograf	+Noun
barok	+Noun+CV
barometre	+Noun
baron	+Noun
barones	+Noun
baronet	+Noun
baroskop	+Noun
barsam	+Noun
barsama	+Noun
barut	+Noun
barutçu	+Noun
baruthane	+Noun
baryum	+Noun
bas	+Noun
basamak	+Noun+CV
basarık	+Noun+CV
basarna	+Noun
basbariton	+Noun
basçı	+Noun
basen	+Noun
basıla	+Noun
basım	+Noun
basımev	+Noun+P3
basın	+Noun
basınç	+Noun+CV
basınçölçer	+Noun
basıölçer	+Noun
basil	+Noun
basiret	+Noun
basket	+Noun
basketbol	+Noun
basketbolcu	+Noun
basketbolsever	+Noun
basketçi	+Noun
baskı	+Noun
baskıcı	+Noun
baskın	+Noun
baskıncı	+Noun
#baskıresim	+Noun+VD
basklarnet	+Noun
baskül	+Noun
basma	+Noun
basmacı	+Noun
basmahane	+Noun
basso	+Noun
bastarda	+Noun
bastı	+Noun
bastık	+Noun+CV
bastika	+Noun
baston	+Noun
basur	+Noun
basurot	+Noun+P3
basya	+Noun
baş	+Noun
başağaç	+Noun+CV
başağırlık	+Noun+CV
başağrı	+Noun+P3
başak	+Noun+CV
başalt	+Noun+P3
başantrenör	+Noun
başarganlık	+Noun+CV
başarı	+Noun
başarım	+Noun
başasistan	+Noun
başbakan	+Noun
başbakanlık	+Noun+CV
başbakman	+Noun
başbela	+Noun+P3
başbuğ	+Noun
başçavuş	+Noun
başçık	+Noun+CV
başdanışman	+Noun
başdizgici	+Noun
başeser	+Noun
başeski	+Noun
başgardiyan	+Noun
başgarson	+Noun
başgedikli	+Noun
başgöz	+Noun
başhakem	+Noun
başhekim	+Noun
başhemşire	+Noun
başimam	+Noun
başkalaşım	+Noun
başkaldırı	+Noun
başkan	+Noun
başkanlık	+Noun+CV
başkanvekil	+Noun+P3
başkatip	+Noun+CV
başkent	+Noun
başkesit	+Noun
başkilise	+Noun
başkomiser	+Noun
başkomutan	+Noun
başkonakçı	+Noun
başkonsolos	+Noun
başkonsolosluk	+Noun+CV
başkonum	+Noun
başkoşul	+Noun
başköşe	+Noun
başkumandan	+Noun
başkurt	+Noun
başlahana	+Noun
başlangıç	+Noun+CV
başlık	+Noun+CV
başmak	+Noun+CV
başmakale	+Noun
başmaklık	+Noun+CV
başmal	+Noun
başmelek	+Noun+CV
başmisafir	+Noun
başmubassır	+Noun
başmuharrir	+Noun
başmuhasebeci	+Noun
başmurakıp	+Noun+CV
başmüdür	+Noun
başmüdürlük	+Noun+CV
başmüfettiş	+Noun
başmühendis	+Noun
başmürettip	+Noun+CV
başmüsteşar	+Noun
başmüşavir	+Noun
başmüzakereci	+Noun
başnokta	+Noun
başoyuncu	+Noun
başöğretmen	+Noun
başörtü	+Noun
başörtü	+Noun+P3
başpapaz	+Noun
başparmak	+Noun+CV
başpehlivan	+Noun
başpiskopos	+Noun
başplan	+Noun
başrahip	+Noun+CV
başrol	+Noun+VF
başsağlık	+Noun+P3+CV
başsavcı	+Noun
başsavcıvekil	+Noun+P3
başsayfa	+Noun
başsayman	+Noun
#başşehir	+Noun+VD
baştaban	+Noun
baştabip	+Noun+CV
baştaç	+Noun+P3+CV
baştankara	+Noun
baştankaragiller	+Noun+PL
baştarde	+Noun
başteknisyen	+Noun
baştemsilci	+Noun
##başuç	+Noun+P3+CV
başuzman	+Noun
başülke	+Noun
başvekalet	+Noun
başvekil	+Noun
başvuru	+Noun
başyapıt	+Noun
başyardımcı	+Noun
başyargıcı	+Noun
başyargıç	+Noun+CV
başyaver	+Noun
başyazar	+Noun
başyazı	+Noun
başyazman	+Noun
başyıldız	+Noun
batak	+Noun+CV
batakçıl	+Noun
batakçulluk	+Noun+P3+CV
batakhane	+Noun
bataklık	+Noun+CV
bataklıkbaykuş	+Noun+P3
bataklıkketen	+Noun+P3
batar	+Noun
batarya	+Noun
bateri	+Noun
baterist	+Noun
batı	+Noun
batılı	+Noun
batım	+Noun
#batın	+Noun+VD
batik	+Noun+CV
batiskaf	+Noun
batkı	+Noun
batkın	+Noun
batman	+Noun
baton	+Noun
batonsale	+Noun
battaniye	+Noun
batur	+Noun
#batyal	+Noun+VF
baut	+Noun+CV
bav	+Noun
bavul	+Noun
bavulcu	+Noun
bavyeralı	+Noun
bay	+Noun
#bayağıkesir	+Noun+VD
bayan	+Noun
bayati	+Noun
baygıntı	+Noun
bayır	+Noun
bayırkuş	+Noun+P3
bayırturp	+Noun+P3
bayi	+Noun
baykuş	+Noun
baykuşgiller	+Noun+PL
bayrak	+Noun+CV
bayraktar	+Noun
bayram	+Noun
bayramyer	+Noun+P3
baysungur	+Noun
bayt	+Noun
baytar	+Noun
baz	+Noun
bazalt	+Noun
bazidiyospor	+Noun
bazilika	+Noun
bazit	+Noun
bazitlimantarlar	+Noun+PL
bazlama	+Noun
bazlamaç	+Noun+CV
bazuka	+Noun
bebe	+Noun
bebek	+Noun+CV
beberuhi	+Noun
becayiş	+Noun
beceri	+Noun
becerik	+Noun+CV
becet	+Noun
beçtavuk	+Noun+P3+CV
bedahet	+Noun
beddua	+Noun
bedel	+Noun
beden	+Noun
bedeneğitimi	+Noun
bedesten	+Noun
bedhah	+Noun
bedir	+Noun+VD
begonya	+Noun
begonyagiller	+Noun+PL
begüm	+Noun
beğence	+Noun
beğendi	+Noun
beğeni	+Noun
beis	+Noun
bek	+Noun
beka	+Noun
bekar	+Noun
bekaret	+Noun
bekarlık	+Noun+CV
bekçi	+Noun
bekçilik	+Noun+CV
bekiten	+Noun
beklenti	+Noun
bektaşikavuk	+Noun+P3+CV
bektaşiüzüm	+Noun+P3
bel	+Noun
bela	+Noun
belagat	+Noun+VF
belahat	+Noun
belboy	+Noun
belce	+Noun
belde	+Noun
belediye	+Noun
belek	+Noun+CV
belemir	+Noun
belen	+Noun
belge	+Noun
belgeişlem	+Noun
belgi	+Noun
belgit	+Noun
beli	+Noun
beliğ	+Noun
belik	+Noun+CV
belirimsizlik	+Noun+CV
belirlenim	+Noun
belirlenimci	+Noun
belirlenmezcilik	+Noun+CV
belirteç	+Noun+CV
belirti	+Noun
belirtim	+Noun
belirtke	+Noun
belit	+Noun
belitke	+Noun
belkemik	+Noun+P3+CV
belladon	+Noun
belladonna	+Noun
bellek	+Noun+CV
bellem	+Noun
bellenim	+Noun
belletmen	+Noun
belsoğukluk	+Noun+P3+CV
bemol	+Noun+VF
ben	+Noun
bencileyin	+Noun
bencilik	+Noun+CV
bende	+Noun
benek	+Noun+CV
beniadem	+Noun
beniçincilik	+Noun+CV
beniz	+Noun+VD
benlik	+Noun+CV
benlikçi	+Noun
benmari	+Noun
benolmayan	+Noun
bent	+Noun+CV
benzen	+Noun
benzeşim	+Noun
benzeteç	+Noun+CV
benzeti	+Noun
benzetim	+Noun
benzin	+Noun
benzinci	+Noun
benzol	+Noun+VF
beraat	+Noun+VF
berat	+Noun
berber	+Noun
berberbalık	+Noun+P3+CV
berberlik	+Noun+CV
berduş	+Noun
bere	+Noun
bereket	+Noun
bergamot	+Noun
bergüzar	+Noun
berhane	+Noun
berhava	+Noun
berhayat	+Noun
beri	+Noun
beriberi	+Noun
berilyum	+Noun
berjer	+Noun
berkelyum	+Noun
bermuda	+Noun
bertik	+Noun+CV
berzah	+Noun
besermek	+Noun+CV
besi	+Noun
besidoku	+Noun
besin	+Noun
besiörü	+Noun
besisu	+Noun+P3+SU
beslek	+Noun+CV
besleme	+Noun
beslengi	+Noun
beslenim	+Noun
besmele	+Noun
beste	+Noun
besteci	+Noun
bestekar	+Noun
bestenigar	+Noun
beşaret	+Noun
beşbıyık	+Noun+CV
beşeriyet	+Noun
beşgen	+Noun
beşibirarada	+Noun
beşibirlik	+Noun+CV
beşibiryerde	+Noun
beşik	+Noun+CV
beşikörtü	+Noun+P3
beşkardeş	+Noun
beşme	+Noun
beşparmak	+Noun+CV
beşparmakot	+Noun+P3
beşpençe	+Noun
beştaş	+Noun
beşyüzlük	+Noun+CV
bet	+Noun
beta	+Noun
betatron	+Noun
beti	+Noun
betik	+Noun+CV
betim	+Noun
beton	+Noun
betonarme	+Noun
betoniyer	+Noun
betonkarar	+Noun
betonyer	+Noun
bevliye	+Noun
bevvap	+Noun
bey	+Noun
beyan	+Noun
beyanat	+Noun
beyanname	+Noun
beyazcam	+Noun
beyazdiken	+Noun
beyazeşya	+Noun
beyazkömür	+Noun
beyazperde	+Noun
beyazpeynir	+Noun
beyazsinek	+Noun+CV
beybaba	+Noun
beyefendi	+Noun
beyerki	+Noun
beygir	+Noun
##beygirgüç	+Noun+P3+CV
beyin	+Noun+VD
beyincik	+Noun+CV
##beyingüç	+Noun+P3+CV
beyinorak	+Noun+P3+CV
beyinüçgen	+Noun+P3
beyit	+Noun+VD
beylerbey	+Noun+P3
beylik	+Noun+CV
beylikçi	+Noun
beynamaz	+Noun
beypazar	+Noun+P3
beysbol	+Noun
beytülmal	+Noun+VF
beyzade	+Noun
beyzbol	+Noun
bez	+Noun
bezdoku	+Noun
beze	+Noun
bezek	+Noun+CV
bezelye	+Noun
bezik	+Noun+CV
#bezir	+Noun+VD
bezirgan	+Noun
beziryağ	+Noun+P3
beztüyler	+Noun+PL
bıcı	+Noun
bıcıl	+Noun
bıcırgan	+Noun
bıçak	+Noun+CV
bıçkı	+Noun
bıçkıev	+Noun+P3
bıldırcın	+Noun
bıngıldak	+Noun+CV
bırakınızcılık	+Noun+CV
bırakıt	+Noun
bıyık	+Noun+CV
bıyıklıbalık	+Noun+CV
bız	+Noun
bızbız	+Noun
bızdık	+Noun+CV
bızır	+Noun
biatlon	+Noun
biber	+Noun
biberiye	+Noun
biberon	+Noun
bibi	+Noun
bibliyofil	+Noun
bibliyograf	+Noun
bibliyografi	+Noun
bibliyografya	+Noun
bibliyoman	+Noun
bibliyomani	+Noun
biblo	+Noun
bici	+Noun
biçare	+Noun
biçem	+Noun
biçerbağlar	+Noun
biçerdöver	+Noun
biçim	+Noun
biçimbilgi	+Noun+P3
biçimbilim	+Noun
biçimbirim	+Noun
biçimci	+Noun
biçimdeş	+Noun
biçki	+Noun
bidayet	+Noun
bide	+Noun
bidon	+Noun
bidüziye	+Noun
bifenil	+Noun
biftek	+Noun+CV
bigudi	+Noun
bijon	+Noun
bikarbonat	+Noun
bikini	+Noun
bikir	+Noun+VD
##biladerağaç	+Noun+P3+CV
bilanço	+Noun
bilar	+Noun+PL
bilardo	+Noun
bildirge	+Noun
bildiri	+Noun
bildirim	+Noun
bildirimci	+Noun
bildirişim	+Noun
bildirişme	+Noun
bildirmen	+Noun
bilecen	+Noun
bileği	+Noun
bileğitaş	+Noun+P3
bilek	+Noun+CV
bileklik	+Noun+CV
bileşik	+Noun+CV
bileşikgiller	+Noun+PL
bileşim	+Noun
bileşke	+Noun
bilet	+Noun
biletçi	+Noun
bileyicilik	+Noun+CV
bilezik	+Noun+CV
bilge	+Noun
bilgi	+Noun
bilgiç	+Noun+CV
bilgiişlem	+Noun
bilgin	+Noun
bilgisayar	+Noun
bilgisayarcı	+Noun
bilim	+Noun
bilimadam	+Noun+P3
bilimci	+Noun
bilimkurgu	+Noun
bilinç	+Noun+CV
bilinçalt	+Noun+P3
bilinçdış	+Noun+P3
bilinemez	+Noun
bilirkişi	+Noun
bilişim	+Noun
billur	+Noun
billurcisim	+Noun+VD
bilmece	+Noun
bilyap	+Noun
bilye	+Noun
bina	+Noun
binbaşı	+Noun
bindallı	+Noun
bindi	+Noun
bindirim	+Noun
binek	+Noun+CV
binektaş	+Noun+P3
bini	+Noun
binici	+Noun
binit	+Noun
binyaprak	+Noun+CV
binyıl	+Noun
bira	+Noun
birader	+Noun
birahane	+Noun
birahaneci	+Noun
birara	+Noun
bircilik	+Noun+CV
bircinsten	+Noun
birçenekliler	+Noun+PL
birdirbir	+Noun
bireşim	+Noun
birey	+Noun
bireyci	+Noun
bireyoluş	+Noun
birikeç	+Noun+CV
birikim	+Noun
birikinti	+Noun
biriktirim	+Noun
biriktirimci	+Noun
birim	+Noun
birincasıf	+Noun
birincizar	+Noun
birleşi	+Noun
birleşik	+Noun+CV
birleşim	+Noun
birleşme	+Noun
birli	+Noun
birlik	+Noun+CV
birlikçi	+Noun
birliktelik	+Noun+CV
birsam	+Noun
birşey	+Noun
biryer	+Noun
biseksüel	+Noun
bisiklet	+Noun
bisikletçi	+Noun
bisküvi	+Noun
bisküvit	+Noun
bisturi	+Noun
bit	+Noun
bitelge	+Noun
bitey	+Noun
bitim	+Noun
bitki	+Noun
bitkibilim	+Noun
bitnik	+Noun+CV
bitot	+Noun+P3
bitpazar	+Noun+P3
bitter	+Noun
bitti	+Noun
bitüm	+Noun
bityenik	+Noun+P3+CV
biye	+Noun
biyel	+Noun
biyoelektrik	+Noun+CV
biyoenerji	+Noun
biyofizik	+Noun+CV
biyogenetik	+Noun+CV
biyografi	+Noun
biyogüvenlik	+Noun+CV
biyojeografi	+Noun
biyokatalizör	+Noun
biyokimya	+Noun
biyokimyacı	+Noun
biyolog	+Noun
biyoloji	+Noun
#biyomedikal	+Noun+VF
biyometeorolog	+Noun
biyometeoroloji	+Noun
biyopsi	+Noun
biyosentez	+Noun
biyosfer	+Noun
biyoşimi	+Noun
biyoteknoloji	+Noun
biyotit	+Noun
biyoyararlanım	+Noun
biz	+Noun
bizlengiç	+Noun+CV
bizmut	+Noun
bizon	+Noun
blastula	+Noun
blender	+Noun
blog	+Noun
blok	+Noun
blokaj	+Noun
bloknot	+Noun
blöf	+Noun
blucin	+Noun
blum	+Noun
bluz	+Noun
boa	+Noun
bobin	+Noun
bobinaj	+Noun
bobstil	+Noun
boca	+Noun
boci	+Noun
bocuk	+Noun+CV
bocurgat	+Noun
bodrum	+Noun
boduç	+Noun+CV
bodurpas	+Noun
boğa	+Noun
boğada	+Noun
boğak	+Noun+CV
boğanak	+Noun+CV
boğanot	+Noun+P3
boğası	+Noun
boğaz	+Noun
boğazkesen	+Noun
boğmaca	+Noun
boğmaklıkuş	+Noun
boğum	+Noun
boğumlama	+Noun
boğumlanma	+Noun
boğuntu	+Noun
bohça	+Noun
bohçabörek	+Noun+P3+CV
bohem	+Noun
bok	+Noun
bokböcek	+Noun+P3+CV
boks	+Noun
boksinek	+Noun+P3+CV
boksit	+Noun
boksör	+Noun
bolero	+Noun
bolometre	+Noun
bolşevik	+Noun+CV
bolşevizm	+Noun
bomba	+Noun
bombaatar	+Noun
bombacı	+Noun
bombardıman	+Noun
bombardon	+Noun
bombe	+Noun
bonbon	+Noun
boncuk	+Noun+CV
bone	+Noun
bonet	+Noun
bonfile	+Noun
bonjur	+Noun
bono	+Noun
bonservis	+Noun
bonzai	+Noun
bopstil	+Noun
bor	+Noun
bora	+Noun
boraks	+Noun
boran	+Noun
boranbulut	+Noun
borani	+Noun
borasit	+Noun
borat	+Noun
borazan	+Noun
borazancıbaş	+Noun+P3
borç	+Noun+CV
borçlanım	+Noun
borda	+Noun
bordro	+Noun
bordür	+Noun
borik	+Noun+CV
borina	+Noun
bornoz	+Noun
borsa	+Noun
borsacı	+Noun
boru	+Noun
borucu	+Noun
boruçiçek	+Noun+P3+CV
boruçiçeğigiller	+Noun+PL
#boruhat	+Noun+P3+CD
borukabak	+Noun+P3+CV
boruyol	+Noun+P3
bostan	+Noun
bostancı	+Noun
bostanpatlıcan	+Noun+P3
boşalım	+Noun
boşaltaç	+Noun+CV
boşaltı	+Noun
boşaltım	+Noun
boşluk	+Noun+CV
boşnak	+Noun+CV
boşnakça	+Noun
bot	+Noun
botanik	+Noun+CV
botanikçi	+Noun
bovling	+Noun
##boy	+Noun
boya	+Noun
boyacı	+Noun
boyacılık	+Noun+CV
boyahane	+Noun
boyana	+Noun
boyar	+Noun
boyarmadde	+Noun
boyartop	+Noun
boykot	+Noun
boykotaj	+Noun
boylam	+Noun
boynuz	+Noun
boynuzlama	+Noun
boynuzluteke	+Noun
boyot	+Noun+P3
##boyun	+Noun+VD
boyunbağ	+Noun+P3
boyunduruk	+Noun+CV
boyut	+Noun
boz	+Noun
boza	+Noun
bozayı	+Noun
bozbakkal	+Noun
bozdoğan	+Noun
bozgun	+Noun
bozguncu	+Noun
bozkır	+Noun
bozkurt	+Noun
bozlak	+Noun+CV
bozmacı	+Noun
bozmadde	+Noun
bozukluk	+Noun+CV
bozulum	+Noun
bozum	+Noun
bozumca	+Noun
bozuntu	+Noun
bozunum	+Noun
